"Localidad";"Tipo_gas";"Descripcion";"fecha";"valor";"anio";"mes"
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-08-01;160;1999;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-08-01;-9;1999;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-08-01;-9;1999;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-08-01;236;1999;8
"Rio Grande";"Gas envasado";"Granel (kg.)";1999-08-01;-9;1999;8
"Ushuaia";"Gas de red";"Promedio de usuarios";1999-08-01;12370;1999;8
"Ushuaia";"Gas de red";"M3";1999-08-01;12469678;1999;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-08-01;6641;1999;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-08-01;-9;1999;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-08-01;-9;1999;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-08-01;1286;1999;8
"Ushuaia";"Gas envasado";"Granel (kg.)";1999-08-01;-9;1999;8
"Tolhuin";"Gas de red";"Promedio de usuarios";1999-08-01;322;1999;8
"Tolhuin";"Gas de red";"M3";1999-08-01;407000;1999;8
"Rio Grande";"Gas de red";"Promedio de usuarios";1999-09-01;13733;1999;9
"Rio Grande";"Gas de red";"M3";1999-09-01;1,7e+07;1999;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-09-01;152;1999;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-09-01;-9;1999;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-09-01;-9;1999;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-09-01;218;1999;9
"Rio Grande";"Gas envasado";"Granel (kg.)";1999-09-01;-9;1999;9
"Ushuaia";"Gas de red";"Promedio de usuarios";1999-09-01;12390;1999;9
"Ushuaia";"Gas de red";"M3";1999-09-01;11299241;1999;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-09-01;4700;1999;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-09-01;-9;1999;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-09-01;-9;1999;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-09-01;1087;1999;9
"Ushuaia";"Gas envasado";"Granel (kg.)";1999-09-01;-9;1999;9
"Tolhuin";"Gas de red";"Promedio de usuarios";1999-09-01;324;1999;9
"Tolhuin";"Gas de red";"M3";1999-09-01;406000;1999;9
"Rio Grande";"Gas de red";"Promedio de usuarios";1999-10-01;13786;1999;10
"Rio Grande";"Gas de red";"M3";1999-10-01;1,5e+07;1999;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-10-01;130;1999;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-10-01;-9;1999;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-10-01;-9;1999;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-10-01;245;1999;10
"Rio Grande";"Gas envasado";"Granel (kg.)";1999-10-01;-9;1999;10
"Ushuaia";"Gas de red";"Promedio de usuarios";1999-10-01;12419;1999;10
"Ushuaia";"Gas de red";"M3";1999-10-01;9638914;1999;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-10-01;3749;1999;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-10-01;-9;1999;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-10-01;-9;1999;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-10-01;833;1999;10
"Ushuaia";"Gas envasado";"Granel (kg.)";1999-10-01;-9;1999;10
"Tolhuin";"Gas de red";"Promedio de usuarios";1999-10-01;324;1999;10
"Tolhuin";"Gas de red";"M3";1999-10-01;334000;1999;10
"Rio Grande";"Gas de red";"Promedio de usuarios";1999-11-01;13788;1999;11
"Rio Grande";"Gas de red";"M3";1999-11-01;1,2e+07;1999;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-11-01;157;1999;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-11-01;-9;1999;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-11-01;-9;1999;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-11-01;272;1999;11
"Rio Grande";"Gas envasado";"Granel (kg.)";1999-11-01;-9;1999;11
"Ushuaia";"Gas de red";"Promedio de usuarios";1999-11-01;12438;1999;11
"Ushuaia";"Gas de red";"M3";1999-11-01;7270260;1999;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-11-01;2994;1999;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-11-01;-9;1999;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-11-01;-9;1999;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-11-01;711;1999;11
"Ushuaia";"Gas envasado";"Granel (kg.)";1999-11-01;-9;1999;11
"Tolhuin";"Gas de red";"Promedio de usuarios";1999-11-01;325;1999;11
"Tolhuin";"Gas de red";"M3";1999-11-01;287000;1999;11
"Rio Grande";"Gas de red";"Promedio de usuarios";1999-12-01;13787;1999;12
"Rio Grande";"Gas de red";"M3";1999-12-01;11500000;1999;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-12-01;134;1999;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-12-01;-9;1999;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-12-01;-9;1999;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-12-01;181;1999;12
"Rio Grande";"Gas envasado";"Granel (kg.)";1999-12-01;-9;1999;12
"Ushuaia";"Gas de red";"Promedio de usuarios";1999-12-01;12477;1999;12
"Ushuaia";"Gas de red";"M3";1999-12-01;7827278;1999;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";1999-12-01;3089;1999;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";1999-12-01;-9;1999;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";1999-12-01;-9;1999;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";1999-12-01;678;1999;12
"Ushuaia";"Gas envasado";"Granel (kg.)";1999-12-01;-9;1999;12
"Tolhuin";"Gas de red";"Promedio de usuarios";1999-12-01;327;1999;12
"Tolhuin";"Gas de red";"M3";1999-12-01;270000;1999;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-01-01;13846;2000;1
"Rio Grande";"Gas de red";"M3";2000-01-01;10300000;2000;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-01-01;146;2000;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-01-01;3;2000;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-01-01;-9;2000;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-01-01;263;2000;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-01-01;133;2000;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-01-01;12276;2000;1
"Ushuaia";"Gas de red";"M3";2000-01-01;10160000;2000;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-01-01;2765;2000;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-01-01;-9;2000;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-01-01;-9;2000;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-01-01;557;2000;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-01-01;-9;2000;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-01-01;327;2000;1
"Tolhuin";"Gas de red";"M3";2000-01-01;260000;2000;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-02-01;13956;2000;2
"Rio Grande";"Gas de red";"M3";2000-02-01;1e+07;2000;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-02-01;174;2000;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-02-01;-9;2000;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-02-01;-9;2000;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-02-01;206;2000;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-02-01;162;2000;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-02-01;12361;2000;2
"Ushuaia";"Gas de red";"M3";2000-02-01;10250000;2000;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-02-01;2578;2000;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-02-01;-9;2000;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-02-01;-9;2000;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-02-01;561;2000;2
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-02-01;-9;2000;2
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-02-01;326;2000;2
"Tolhuin";"Gas de red";"M3";2000-02-01;280000;2000;2
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-03-01;13939;2000;3
"Rio Grande";"Gas de red";"M3";2000-03-01;1,3e+07;2000;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-03-01;202;2000;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-03-01;2;2000;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-03-01;-9;2000;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-03-01;286;2000;3
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-03-01;83;2000;3
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-03-01;12396;2000;3
"Ushuaia";"Gas de red";"M3";2000-03-01;12755000;2000;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-03-01;3532;2000;3
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-03-01;-9;2000;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-03-01;-9;2000;3
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-03-01;696;2000;3
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-03-01;-9;2000;3
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-03-01;327;2000;3
"Tolhuin";"Gas de red";"M3";2000-03-01;3e+05;2000;3
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-04-01;13992;2000;4
"Rio Grande";"Gas de red";"M3";2000-04-01;14500000;2000;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-04-01;191;2000;4
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-04-01;1;2000;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-04-01;-9;2000;4
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-04-01;177;2000;4
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-04-01;95;2000;4
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-04-01;12480;2000;4
"Ushuaia";"Gas de red";"M3";2000-04-01;13480000;2000;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-04-01;3700;2000;4
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-04-01;-9;2000;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-04-01;-9;2000;4
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-04-01;706;2000;4
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-04-01;-9;2000;4
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-04-01;325;2000;4
"Tolhuin";"Gas de red";"M3";2000-04-01;330000;2000;4
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-05-01;14090;2000;5
"Rio Grande";"Gas de red";"M3";2000-05-01;17500000;2000;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-05-01;235;2000;5
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-05-01;3;2000;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-05-01;-9;2000;5
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-05-01;412;2000;5
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-05-01;135;2000;5
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-05-01;12559;2000;5
"Ushuaia";"Gas de red";"M3";2000-05-01;15485000;2000;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-05-01;4860;2000;5
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-05-01;-9;2000;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-05-01;-9;2000;5
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-05-01;852;2000;5
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-05-01;-9;2000;5
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-05-01;334;2000;5
"Tolhuin";"Gas de red";"M3";2000-05-01;414000;2000;5
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-06-01;14117;2000;6
"Rio Grande";"Gas de red";"M3";2000-06-01;19900000;2000;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-06-01;262;2000;6
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-06-01;1;2000;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-06-01;-9;2000;6
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-06-01;391;2000;6
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-06-01;146;2000;6
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-06-01;12577;2000;6
"Ushuaia";"Gas de red";"M3";2000-06-01;17248000;2000;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-06-01;5833;2000;6
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-06-01;-9;2000;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-06-01;-9;2000;6
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-06-01;923;2000;6
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-06-01;3;2000;6
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-06-01;339;2000;6
"Tolhuin";"Gas de red";"M3";2000-06-01;444000;2000;6
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-07-01;14156;2000;7
"Rio Grande";"Gas de red";"M3";2000-07-01;20500000;2000;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-07-01;229;2000;7
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-07-01;2;2000;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-07-01;-9;2000;7
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-07-01;422;2000;7
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-07-01;85;2000;7
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-07-01;12662;2000;7
"Ushuaia";"Gas de red";"M3";2000-07-01;17700000;2000;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-07-01;5459;2000;7
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-07-01;-9;2000;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-07-01;-9;2000;7
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-07-01;1000;2000;7
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-07-01;-9;2000;7
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-07-01;340;2000;7
"Tolhuin";"Gas de red";"M3";2000-07-01;561000;2000;7
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-08-01;14177;2000;8
"Rio Grande";"Gas de red";"M3";2000-08-01;19900000;2000;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-08-01;130;2000;8
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-08-01;3;2000;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-08-01;-9;2000;8
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-08-01;304;2000;8
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-08-01;112;2000;8
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-08-01;12699;2000;8
"Ushuaia";"Gas de red";"M3";2000-08-01;16950000;2000;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-08-01;4952;2000;8
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-08-01;-9;2000;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-08-01;-9;2000;8
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-08-01;876;2000;8
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-08-01;-9;2000;8
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-08-01;338;2000;8
"Tolhuin";"Gas de red";"M3";2000-08-01;414000;2000;8
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-09-01;14242;2000;9
"Rio Grande";"Gas de red";"M3";2000-09-01;18600000;2000;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-09-01;163;2000;9
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-09-01;1;2000;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-09-01;-9;2000;9
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-09-01;328;2000;9
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-09-01;118;2000;9
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-09-01;12669;2000;9
"Ushuaia";"Gas de red";"M3";2000-09-01;16740000;2000;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-09-01;4752;2000;9
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-09-01;-9;2000;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-09-01;-9;2000;9
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-09-01;803;2000;9
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-09-01;-9;2000;9
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-09-01;338;2000;9
"Tolhuin";"Gas de red";"M3";2000-09-01;430000;2000;9
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-10-01;14311;2000;10
"Rio Grande";"Gas de red";"M3";2000-10-01;16600000;2000;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-10-01;108;2000;10
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-10-01;2;2000;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-10-01;-9;2000;10
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-10-01;187;2000;10
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-10-01;83;2000;10
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-10-01;12756;2000;10
"Ushuaia";"Gas de red";"M3";2000-10-01;14975000;2000;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-10-01;2382;2000;10
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-10-01;-9;2000;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-10-01;-9;2000;10
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-10-01;559;2000;10
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-10-01;-9;2000;10
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-10-01;340;2000;10
"Tolhuin";"Gas de red";"M3";2000-10-01;448000;2000;10
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-11-01;14334;2000;11
"Rio Grande";"Gas de red";"M3";2000-11-01;13900000;2000;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-11-01;126;2000;11
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-11-01;8;2000;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-11-01;-9;2000;11
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-11-01;167;2000;11
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-11-01;17;2000;11
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-11-01;12812;2000;11
"Ushuaia";"Gas de red";"M3";2000-11-01;13180000;2000;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-11-01;2235;2000;11
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-11-01;-9;2000;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-11-01;-9;2000;11
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-11-01;506;2000;11
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-11-01;3;2000;11
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-11-01;376;2000;11
"Tolhuin";"Gas de red";"M3";2000-11-01;359000;2000;11
"Rio Grande";"Gas de red";"Promedio de usuarios";2000-12-01;14323;2000;12
"Rio Grande";"Gas de red";"M3";2000-12-01;13800000;2000;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-12-01;189;2000;12
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-12-01;6;2000;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-12-01;-9;2000;12
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-12-01;206;2000;12
"Rio Grande";"Gas envasado";"Granel (kg.)";2000-12-01;153;2000;12
"Ushuaia";"Gas de red";"Promedio de usuarios";2000-12-01;12839;2000;12
"Ushuaia";"Gas de red";"M3";2000-12-01;12620000;2000;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2000-12-01;2113;2000;12
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2000-12-01;-9;2000;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2000-12-01;-9;2000;12
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2000-12-01;454;2000;12
"Ushuaia";"Gas envasado";"Granel (kg.)";2000-12-01;-9;2000;12
"Tolhuin";"Gas de red";"Promedio de usuarios";2000-12-01;377;2000;12
"Tolhuin";"Gas de red";"M3";2000-12-01;320000;2000;12
"Rio Grande";"Gas de red";"Promedio de usuarios";2001-01-01;14467;2001;1
"Rio Grande";"Gas de red";"M3";2001-01-01;10350000;2001;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2001-01-01;167;2001;1
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2001-01-01;10;2001;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2001-01-01;-9;2001;1
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2001-01-01;216;2001;1
"Rio Grande";"Gas envasado";"Granel (kg.)";2001-01-01;194;2001;1
"Ushuaia";"Gas de red";"Promedio de usuarios";2001-01-01;12844;2001;1
"Ushuaia";"Gas de red";"M3";2001-01-01;10900000;2001;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2001-01-01;1838;2001;1
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2001-01-01;-9;2001;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2001-01-01;-9;2001;1
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2001-01-01;370;2001;1
"Ushuaia";"Gas envasado";"Granel (kg.)";2001-01-01;-9;2001;1
"Tolhuin";"Gas de red";"Promedio de usuarios";2001-01-01;379;2001;1
"Tolhuin";"Gas de red";"M3";2001-01-01;330000;2001;1
"Rio Grande";"Gas de red";"Promedio de usuarios";2001-02-01;14635;2001;2
"Rio Grande";"Gas de red";"M3";2001-02-01;10850000;2001;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2001-02-01;179;2001;2
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2001-02-01;7;2001;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2001-02-01;-9;2001;2
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2001-02-01;177;2001;2
"Rio Grande";"Gas envasado";"Granel (kg.)";2001-02-01;96;2001;2
"Ushuaia";"Gas de red";"Promedio de usuarios";2001-02-01;13019;2001;2
"Ushuaia";"Gas de red";"M3";2001-02-01;11050000;2001;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (10 kg.)";2001-02-01;1826;2001;2
"Ushuaia";"Gas envasado";"Cantidad de garrafas (15 kg.)";2001-02-01;-9;2001;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (30 kg.)";2001-02-01;-9;2001;2
"Ushuaia";"Gas envasado";"Cantidad de cilindros (45 kg.)";2001-02-01;362;2001;2
"Ushuaia";"Gas envasado";"Granel (kg.)";2001-02-01;-9;2001;2
"Tolhuin";"Gas de red";"Promedio de usuarios";2001-02-01;380;2001;2
"Tolhuin";"Gas de red";"M3";2001-02-01;275000;2001;2
"Rio Grande";"Gas de red";"Promedio de usuarios";2001-03-01;14665;2001;3
"Rio Grande";"Gas de red";"M3";2001-03-01;15170000;2001;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (10 kg.)";2001-03-01;207;2001;3
"Rio Grande";"Gas envasado";"Cantidad de garrafas (15 kg.)";2001-03-01;7;2001;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (30 kg.)";2001-03-01;-9;2001;3
"Rio Grande";"Gas envasado";"Cantidad de cilindros (45 kg.)";2001-03-01;258;2001;3
"Rio Grande";"Gas envasado";"Granel (kg.)";2001-03-01;91;2001;3
"Ushuaia";"Gas de red";"Promedio de usuarios";2001-03-01;13089;2001;3
"Ushuaia";"Gas de red";"M3";2001-03-01;13650000;2001;3
